class,number,section,time,room,prof,enrollment
 PROF 411B - Theory and Professional Practice (IS) ,2590,"006-LEC
Education","Fr 9:00AM - 10:30AM
Fr 12:45PM - 2:45PM
Fr 1:00PM - 2:30PM
Fr 9:00AM - 10:30AM
Fr 9:00AM - 10:30AM","DUNCAN MCARTHUR RM A234
DUNCAN MCARTHUR RM A234
TBA
DUNCAN MCARTHUR RM A234
DUNCAN MCARTHUR RM A234","Brodribb,Peter
Brodribb,Peter
Brodribb,Peter
Brodribb,Peter
Brodribb,Peter",23
 PROF 411B - Theory and Professional Practice (IS) ,2591,"007-LEC
Education","Fr 9:00AM - 10:30AM
Fr 12:45PM - 2:45PM
Fr 1:00PM - 2:30PM
Fr 9:00AM - 10:30AM
Fr 9:00AM - 10:30AM","DUNCAN MCARTHUR RM A242
DUNCAN MCARTHUR RM A242
TBA
DUNCAN MCARTHUR RM A242
DUNCAN MCARTHUR RM A242","Dececchi,P. Bernadette*
Dececchi,P. Bernadette*
Dececchi,P. Bernadette*
Dececchi,P. Bernadette*
Dececchi,P. Bernadette*",18
 PROF 411B - Theory and Professional Practice (IS) ,2592,"008-LEC
Education","Fr 9:00AM - 10:30AM
Fr 12:45PM - 2:45PM
Fr 1:00PM - 2:30PM
Fr 9:00AM - 10:30AM
Fr 9:00AM - 10:30AM","DUNCAN MCARTHUR RM A239
DUNCAN MCARTHUR RM A239
TBA
DUNCAN MCARTHUR RM A239
DUNCAN MCARTHUR RM A239","Glancey,Patrick
Glancey,Patrick
Glancey,Patrick
Glancey,Patrick
Glancey,Patrick",24
 PROF 411B - Theory and Professional Practice (IS) ,2593,"009-LEC
Education","Fr 9:00AM - 10:30AM
Fr 8:30AM - 10:30AM
Fr 1:00PM - 2:30PM
Fr 9:00AM - 10:00AM
Fr 9:00AM - 10:30AM","DUNMCAN MCARTHUR RM B307
DUNMCAN MCARTHUR RM B307
TBA
DUNMCAN MCARTHUR RM B307
DUNMCAN MCARTHUR RM B307","Howe,Michael
Howe,Michael
Howe,Michael
Howe,Michael
Howe,Michael",18
 PROF 411B - Theory and Professional Practice (IS) ,2594,"010-LEC
Education","Fr 9:00AM - 10:30AM
Fr 8:30AM - 10:30AM
Fr 1:00PM - 2:30PM
Fr 9:00AM - 10:30AM
Fr 9:00AM - 10:30AM","DUNCAN MCARTHUR RM A333
DUNCAN MCARTHUR RM A333
TBA
DUNCAN MCARTHUR RM A333
DUNCAN MCARTHUR RM A333","Shaughnessy,Mary
Shaughnessy,Mary
Shaughnessy,Mary
Shaughnessy,Mary
Shaughnessy,Mary",16
 PROF 411B - Theory and Professional Practice (IS) ,2595,"011-LEC
Education","Fr 9:00AM - 10:30AM
Fr 12:45PM - 2:45PM
Fr 1:00PM - 2:30PM
Fr 9:00AM - 10:30AM
Fr 9:00AM - 10:30AM","DUNCAN MCARTHUR RM A241
DUNCAN MCARTHUR RM A241
TBA
DUNCAN MCARTHUR RM A241
DUNCAN MCARTHUR RM A241","Vienneau,Gary
Vienneau,Gary
Vienneau,Gary
Vienneau,Gary
Vienneau,Gary",19
 PROF 411B - Theory and Professional Practice (IS) ,5677,"012-LEC
Education","Fr 9:00AM - 10:30AM
Fr 8:30AM - 10:30AM
Fr 1:00PM - 2:30PM
Fr 9:00AM - 10:30AM
Fr 9:00AM - 10:30AM","DUNCAN MCARTHUR RM B180
DUNCAN MCARTHUR RM B180
TBA
DUNCAN MCARTHUR RM B180
DUNCAN MCARTHUR RM B180","Pitblado,Michael David
Pitblado,Michael David
Pitblado,Michael David
Pitblado,Michael David
Pitblado,Michael David",22
 PROF 411B - Theory and Professional Practice (IS) ,5746,"013-LEC
Education","Fr 9:00AM - 10:30AM
Fr 8:30AM - 10:30AM
Fr 1:00PM - 2:30PM
Fr 9:00AM - 10:30AM
Fr 9:00AM - 10:30AM","DUNCAN MCARTHUR RM342A
DUNCAN MCARTHUR RM342A
TBA
DUNCAN MCARTHUR RM342A
DUNCAN MCARTHUR RM342A","FitzPatrick,Nancy J
FitzPatrick,Nancy J
FitzPatrick,Nancy J
FitzPatrick,Nancy J
FitzPatrick,Nancy J",17
 APSC 132 - Chemistry and its Applications ,3808,"100-LEC
Regular","Tu 8:30AM - 9:30AM
We 10:30AM - 11:30AM
Fr 9:30AM - 10:30AM","ELLIS AUD
ELLIS AUD
ELLIS AUD","Mombourquette,Michael J,
Newstead,William
Mombourquette,Michael J,
Newstead,William
Mombourquette,Michael J,
Newstead,William",209
 APSC 174 - Introduction To Linear Algebra ,3774,"206-TUT
Regular",Fr 9:30AM - 10:30AM,JEFFERY RM101,Staff,54
 APSC 174 - Introduction To Linear Algebra ,3775,"207-TUT
Regular",Fr 9:30AM - 10:30AM,JEFFERY RM225,Staff,55
 APSC 174 - Introduction To Linear Algebra ,3776,"208-TUT
Regular",Fr 9:30AM - 10:30AM,JEFFERY RM118,Staff,52
 APSC 174 - Introduction To Linear Algebra ,4036,"209-TUT
Regular",Fr 9:30AM - 10:30AM,JEFFERY RM234,Staff,49
 APSC 174 - Introduction To Linear Algebra ,3803,"216-TUT
Regular",Fr 9:30AM - 10:30AM,MACDONALD RM2,Staff,53
 APSC 174 - Introduction To Linear Algebra ,3804,"217-TUT
Regular",Fr 9:30AM - 10:30AM,MACDONALD RM2,Staff,53
 APSC 174 - Introduction To Linear Algebra ,3805,"218-TUT
Regular",Fr 9:30AM - 10:30AM,MACDONALD RM2,Staff,53
 ARTH 120B - Art in the West from Antiquity to Modernity ,1257,"009-TUT
Regular",Fr 9:30AM - 10:30AM,MACINTOSH-CORRY RM D122,Staff,21
 BCHM 313 - Physical Biochemistry ,1094,"001-LEC
Regular","Tu 8:30AM - 9:30AM
We 10:30AM - 11:30AM
Fr 9:30AM - 10:30AM","WALTER LIGHT RM210
WALTER LIGHT RM210
WALTER LIGHT RM210","Campbell,Robert L,
Craig,Andrew William,
Smith,Steven Philip
Campbell,Robert L,
Craig,Andrew William,
Smith,Steven Philip
Campbell,Robert L,
Craig,Andrew William,
Smith,Steven Philip",67
 BIOL 442 - Evolutionary Medicine ,1397,"002-TUT
Regular",Fr 9:30AM - 11:30AM,BIOSCI RM3110,"Bonier,Frances",15
 BMED 851 - Selected Topics in Viral Pathogenesis ,1151,"002-TUT
Regular",Fr 9:30AM - 10:30AM,ELLIS RM327,"Raptis,Leda Helen",24
 CHEM 321 - Instrumental Chemical Analysis ,2694,"001-LEC
Regular","Tu 8:30AM - 9:30AM
We 10:30AM - 11:30AM
Fr 9:30AM - 10:30AM","STIRLING RM412A
STIRLING RM412A
STIRLING RM412A","Oleschuk,Richard
Oleschuk,Richard
Oleschuk,Richard",55
 CISC P81 - Computers: Applications and Implications ,4247,"001-LEC
Regular","Tu 8:30AM - 9:30AM
We 10:30AM - 11:30AM
Fr 9:30AM - 10:30AM
Tu 8:30AM - 9:30AM
We 10:30AM - 11:30AM
Fr 9:30AM - 10:30AM","JEFFERY RM155
JEFFERY RM155
JEFFERY RM155
JEFFERY RM157
JEFFERY RM157
JEFFERY RM157","Linley,Richard T
Linley,Richard T
Linley,Richard T
Linley,Richard T
Linley,Richard T
Linley,Richard T",97
 CISC 223 - Software Specifications ,3488,"001-LEC
Regular","Tu 8:30AM - 9:30AM
We 10:30AM - 11:30AM
Fr 9:30AM - 10:30AM","STIRLING AUD
STIRLING AUD
STIRLING AUD","Salomaa,Kai T
Salomaa,Kai T
Salomaa,Kai T",228
 CMPE 223 - Software Specifications ,3532,"001-LEC
Regular","Tu 8:30AM - 9:30AM
We 10:30AM - 11:30AM
Fr 9:30AM - 10:30AM","STIRLING AUD
STIRLING AUD
STIRLING AUD","Salomaa,Kai T
Salomaa,Kai T
Salomaa,Kai T",228
 DEVS 850 - Professional Seminar in Development Studies ,1927,"001-SEM
Regular","Fr 9:30AM - 11:30AM
Fr 9:30AM - 11:30AM
Fr 9:30AM - 11:30AM","MACINTOSH-CORRY RM A416
MACINTOSH-CORRY RM A416
MACINTOSH-CORRY RM A416","Taylor,Marcus
Taylor,Marcus
Taylor,Marcus",7
 ELEC 210 - Intro Elec Circuits & Machines ,3544,"002-LEC
Regular","Tu 8:30AM - 9:30AM
We 10:30AM - 11:30AM
Fr 9:30AM - 10:30AM","KINGSTON RM101
KINGSTON RM101
KINGSTON RM101","Iqbal,Umar
Iqbal,Umar
Iqbal,Umar",115
 ENCH 321 - Instrumental Chemical Analysis ,2729,"001-LEC
Regular","Tu 8:30AM - 9:30AM
We 10:30AM - 11:30AM
Fr 9:30AM - 10:30AM","STIRLING RM412A
STIRLING RM412A
STIRLING RM412A","Oleschuk,Richard
Oleschuk,Richard
Oleschuk,Richard",55
 ENGL 100B - Introduction to Literary Study ,2002,"017-TUT
Regular",Fr 9:30AM - 10:30AM,BIOSCI RM2111,Staff,21
 ENGL 100B - Introduction to Literary Study ,2006,"021-TUT
Regular",Fr 9:30AM - 10:30AM,MACINTOSH-CORRY RM A309,Staff,27
 ENGL 859 - Topics in Victorian Literature IV ,6112,"001-SEM
Regular",Fr 9:30AM - 12:00PM,JOHN WATSON RM406,"Cameron,Sally Brooke",12
 ENPH 495 - Intro To Medical Physics ,5281,"001-LEC
Regular","Tu 8:30AM - 9:30AM
We 10:30AM - 11:30AM
Fr 9:30AM - 10:30AM","STIRLING RM412C
STIRLING RM412C
STIRLING RM412C","Salomons,Greg,
Schreiner,John L
Salomons,Greg,
Schreiner,John L
Salomons,Greg,
Schreiner,John L",49
 FILM 323 - Contemporary Canadian Film & Television ,2346,"002-LAB
Regular",Fr 9:30AM - 11:30AM,IBCPA RM342,"Allan,Blaine",28
 GEOE 464 - Visualization in Geosciences ,4117,"001-LEC
Regular","Th 1:30PM - 2:30PM
We 10:30AM - 11:30AM
Fr 9:30AM - 10:30AM","MILLER RM322
MILLER RM210
MILLER RM322","Harrap,Rob M
Harrap,Rob M
Harrap,Rob M",6
 GEOL 104 - The Dynamic Earth ,4052,"004-LAB
Regular",Fr 9:30AM - 11:30AM,MILLER RM225,"Layton-Matthews,Daniel",14
 GEOL 464 - Visualization in the Geosciences ,4079,"001-LEC
Regular","Th 1:30PM - 2:30PM
We 10:30AM - 11:30AM
Fr 9:30AM - 10:30AM","MILLER RM322
MILLER RM210
MILLER RM322","Harrap,Rob M
Harrap,Rob M
Harrap,Rob M",6
 GPHY 102 - Earth System Science ,2878,"001-LEC
Regular","Tu 8:30AM - 9:30AM
We 10:30AM - 11:30AM
Fr 9:30AM - 10:30AM","DUNNING AUD
DUNNING AUD
DUNNING AUD","Danby,Ryan,
Lamoureux,Scott
Danby,Ryan,
Lamoureux,Scott
Danby,Ryan,
Lamoureux,Scott",254
 KNPE 327 - Exercise Physiology Laboratory ,4202,"001-LEC
Regular","Mo 1:30PM - 2:30PM
Fr 9:30AM - 10:30AM","KINES & HLTH RM101
KINES & HLTH RM101","Tschakovsky,Michael E
Tschakovsky,Michael E",23
 KNPE 463B - Community-Based Physical Activity Promotion ,4215,"001-LSM
Regular",TuFr 9:30AM - 11:30AM,KINES & HLTH RM106,"Levesque,Lucie Y",16
 LAW 151 - Constitutional Law ,1438,"001-LEC
Law","We 9:30AM - 11:30AM
Fr 9:30AM - 11:30AM","MACDONALD RM3
MACDONALD RM202","Weinrib,Jacob
Weinrib,Jacob",52
 LAW 404 - Criminal Procedure ,1747,"001-LEC
Law","We 11:30AM - 1:30PM
Fr 9:30AM - 11:30AM","DUNNING RM11
DUNNING RM11","Stuart,Donald R
Stuart,Donald R",33
 LAW 427 - Administrative Law ,1455,"001-LEC
Law","We 11:30AM - 1:30PM
Fr 9:30AM - 11:30AM","DUNNING RM12
DUNNING RM12","Aiken,Sharry J
Aiken,Sharry J",72
 LAW 562 - Coll. Agreements Arbitration ,1489,"001-SEM
Law",MoFr 9:30AM - 11:30AM,MACDONALD RM100,"Carter,Donald",20
 MECH 878 - Dislocation Theory ,5981,"001-SEM
Regular","Tu 1:30PM - 3:00PM
Fr 9:30AM - 11:00AM","NICOL RM201
NICOL RM201","Diak,Bradley J
Diak,Bradley J",4
 MGMT 976 - Emerging Topics in MIS ,6024,"001-SEM
Regular",Fr 9:30AM - 12:30PM,TBA,"Chan,Yolande E",5
 MICR 451 - Selected Topics in Viral Pathogen ,1090,"002-TUT
Regular",Fr 9:30AM - 10:30AM,ELLIS RM327,"Raptis,Leda Helen",24
 MTHE 353 - Probability II ,4414,"001-LEC
Regular","Tu 8:30AM - 9:30AM
We 10:30AM - 11:30AM
Fr 9:30AM - 10:30AM","JEFFERY RM126
JEFFERY RM126
JEFFERY RM126","Linder,Tamas
Linder,Tamas
Linder,Tamas",54
 MUSC 191B - Theory and Analysis I ,4524,"001-LEC
Regular","Tu 8:30AM - 9:30AM
We 10:30AM - 11:30AM
Fr 9:30AM - 10:30AM","HARRISON-LECAINE RM124
HARRISON-LECAINE RM124
HARRISON-LECAINE RM124","Burge,John David Bryson
Burge,John David Bryson
Burge,John David Bryson",42
 NURS 370 - Family Ctrd Maternal Child Nur ,4610,"001-LEC
Regular","Th 9:30AM - 11:30AM
Th 12:30PM - 2:30PM
Fr 9:30AM - 11:30AM","BIOSCI RM1102
BIOSCI RM1102
BIOSCI RM1102","Gedcke-Kerr,Laurie M
Jewell,Susan
Jewell,Susan",90
 OT 884 - Psychosocial Dimensions of Occupation II ,5438,"002-LAB
Regular",Fr 9:30AM - 1:30PM,ACTON RM8,"Edgelow,Megan Michele",76
 PHYS 117B - Introductory Physics ,4674,"001-LEC
Regular","Tu 8:30AM - 9:30AM
Th 8:30AM - 9:30AM
Fr 9:30AM - 10:30AM","DUNCAN MCARTHUR RM B101
DUNCAN MCARTHUR RM B101
DUNCAN MCARTHUR RM B101","Topper,Anne
Topper,Anne
Topper,Anne",508
 PHYS 495 - Introduction to Medical Physics ,5276,"001-LEC
Regular","Tu 8:30AM - 9:30AM
We 10:30AM - 11:30AM
Fr 9:30AM - 10:30AM","STIRLING RM412C
STIRLING RM412C
STIRLING RM412C","Salomons,Greg,
Schreiner,John L
Salomons,Greg,
Schreiner,John L
Salomons,Greg,
Schreiner,John L",49
 POLS 101 - Contemporary Issues in Politics ,5153,"001-LEC
Regular","Tu 8:30AM - 9:30AM
We 10:30AM - 11:30AM
Fr 9:30AM - 10:30AM","DUPUIS AUD
DUPUIS AUD
DUPUIS AUD","Rose,Jonathan W
Rose,Jonathan W
Rose,Jonathan W",113
 PT 864 - Complex Health Conditions ,5025,"002-LAB
Regular",Fr 9:30AM - 11:30AM,ACTON RM21,"Parsons,Trisha L",70
 RELS 131B - World Religions/Religious Worlds ,1001,"001-LEC
Regular","Tu 8:30AM - 9:30AM
Fr 9:30AM - 10:30AM","HUMPHREY AUD
HUMPHREY AUD","Sen-Chowdhury,Aditi
Sen-Chowdhury,Aditi",128
 SOCY 227 - Theorizing Contemporary Society ,1185,"001-LEC
Regular",Fr 9:30AM - 11:30AM,WALTER LIGHT RM205,"Hand,Martin J",185
 STAT 353 - Probability II ,4431,"001-LEC
Regular","Tu 8:30AM - 9:30AM
We 10:30AM - 11:30AM
Fr 9:30AM - 10:30AM","JEFFERY RM126
JEFFERY RM126
JEFFERY RM126","Linder,Tamas
Linder,Tamas
Linder,Tamas",54
 COMM 151 - Organizational Behaviour ,3629,"005-LEC
Regular","Tu 8:30AM - 10:00AM
Fr 10:00AM - 11:30AM","GOODES RM151
GOODES RM151","Moreira Soares,Diego
Moreira Soares,Diego",82
 COMM 200 - Business Fundamentals ,3641,"003-LEC
Regular","Tu 8:30AM - 10:00AM
Fr 10:00AM - 11:30AM","GOODES RM153
GOODES RM153","McCaugherty,Darren J
McCaugherty,Darren J",73
 COMM 317 - Auditing ,3645,"001-LEC
Regular","Tu 8:30AM - 10:00AM
Fr 10:00AM - 11:30AM","GOODES RM 101
GOODES RM 101","Webster,Erin Kathleen
Webster,Erin Kathleen",36
 COMM 381 - Business Law I ,3655,"001-LEC
Regular","Tu 8:30AM - 10:00AM
Fr 10:00AM - 11:30AM","GOODES RM 103
GOODES RM 103","Osanic,Phil
Osanic,Phil",48
 COMM 382 - Business Law II ,3656,"001-LEC
Regular","Tu 8:30AM - 10:00AM
Fr 10:00AM - 11:30AM","GOODES RM102
GOODES RM102","Kissick,Peter W
Kissick,Peter W",36
 COMM 600 - Business Fundamentals ,3724,"003-LEC
Regular","Tu 8:30AM - 10:00AM
Fr 10:00AM - 11:30AM","GOODES RM153
GOODES RM153","McCaugherty,Darren J
McCaugherty,Darren J",73
 ECON 222 - Macroeconomic Theory I ,1950,"002-LEC
Regular","Tu 8:30AM - 10:00AM
Fr 10:00AM - 11:30AM","JEFFERY RM128
JEFFERY RM128","Dolatabadi,Sepideh
Dolatabadi,Sepideh",85
 ECON 351 - Introductory Econometrics ,1957,"001-LEC
Regular","Tu 8:30AM - 10:00AM
Fr 10:00AM - 11:30AM","DUPUIS RM217
DUPUIS RM217","Jaworski,Taylor
Jaworski,Taylor",104
 ENGL 238 - Comics and Graphic Novels ,2015,"001-LEC
Regular","Tu 8:30AM - 10:00AM
Fr 10:00AM - 11:30AM","BOTTER RM B143
BOTTER RM B143","Pacas,Nicole Allison Marian
Pacas,Nicole Allison Marian",99
 ENGL 421 - Topics in Renaissance Literature I ,5640,"001-SEM
Regular","Tu 8:30AM - 10:00AM
Fr 10:00AM - 11:30AM","MACINTOSH-CORRY RM D216
MACINTOSH-CORRY RM D216","McKague,Cathleen Meghan
McKague,Cathleen Meghan",17
 EPID 301 - Principles of Epidemiology ,2070,"001-LEC
Regular","Tu 8:30AM - 10:00AM
Fr 10:00AM - 11:30AM","STIRLING RM B
STIRLING RM B","Ouellette-Kuntz,Helene M J
Ouellette-Kuntz,Helene M J",124
 GPHY 401 - Honours Seminar in Human Geography I ,2869,"001-SEM
Regular","Tu 8:30AM - 10:00AM
Fr 10:00AM - 11:30AM","MACINTOSH-CORRY RM D211
MACINTOSH-CORRY RM D211","Donald,Betsy J
Donald,Betsy J",12
 GRMN 101 - Beginner's German I ,4241,"001-LEC
Regular","Tu 8:30AM - 10:00AM
Fr 10:00AM - 11:30AM","JOHN WATSON RM217
JOHN WATSON RM217","Arndt,Christiane
Arndt,Christiane",67
 GRMN 102 - Beginner's German II ,4236,"001-LEC
Regular","Tu 8:30AM - 10:00AM
Fr 10:00AM - 11:30AM","KINGSTON RM108
KINGSTON RM108","Holzschuh Sator,Monika
Holzschuh Sator,Monika",27
 HIST 121B - Intellectual Origins of the Contemporary West ,2775,"004-SEM
Regular",Fr 10:00AM - 11:30AM,JEFFERY RM102,"Brown,Stefan",23
 HIST 121B - Intellectual Origins of the Contemporary West ,2777,"006-SEM
Regular",Fr 10:00AM - 11:30AM,ELLIS RM218,"Jansen,Dinah Leigh",14
 IDIS 302 - Race and Racism ,2922,"001-LEC
Regular","Tu 8:30AM - 10:00AM
Fr 10:00AM - 11:30AM","MACINTOSH-CORRY RM B201
MACINTOSH-CORRY RM B201","Kobayashi,Audrey
Kobayashi,Audrey",39
 LAW 183B - Property ,1570,"001-LEC
Law","We 11:30AM - 1:00PM
Fr 10:00AM - 11:30AM","MACDONALD RM201
MACDONALD RM3","Khimji,Mohamed F
Staff",51
 LAW 190B - Torts ,1530,"001-LEC
Law",WeFr 10:00AM - 11:30AM,MACDONALD RM201,"Pratt,Michael G",52
 LAW 195B - Torts ,1549,"001-SEM
Law","We 11:30AM - 1:00PM
Fr 10:00AM - 11:30AM","MACDONALD RM400
MACDONALD RM400","THOMAS,JEAN Mayden
THOMAS,JEAN Mayden",24
 MECH 827 - Biomechanics Of Human Joints ,5970,"001-LEC
Regular","Tu 12:30PM - 2:00PM
Fr 10:00AM - 11:30AM","JOHN WATSON RM207
JOHN WATSON RM122","Dumas,Genevieve A
Dumas,Genevieve A",1
 PHIL 276 - Critical Perspective on Social Diversity ,5567,"001-LEC
Regular","Tu 8:30AM - 10:00AM
Fr 10:00AM - 11:30AM","CHERNOFF RM117
CHERNOFF RM117","Butler,Andrew
Butler,Andrew",99
 PSYC 203 - Research Methods in Psychology ,3379,"011-LAB
Regular",Fr 10:00AM - 11:30AM,HUMPHREY RM219,Staff,25
 PSYC 436 - Sexuality and Gender ,5294,"001-SEM
Regular","Tu 8:30AM - 10:00AM
Fr 10:00AM - 11:30AM","HUMPHREY RM223
HUMPHREY RM223","Chivers,Meredith
Chivers,Meredith",25
 SPAN 112 - Beginning Spanish II ,4297,"002-LEC
Regular","Tu 8:30AM - 10:00AM
Fr 10:00AM - 11:30AM","KINGSTON RM304
KINGSTON RM304","Chamberlain,Monica
Chamberlain,Monica",31
 ANAT 316 - The Human Visceral Systems ,1052,"003-LAB
Regular",Fr 10:30AM - 12:30PM,MEDS RM302 - Anatomy,"Easteal,Ronald Albert",64
 APSC 100B - Engineering Practice ,3862,"102-LEC
Regular",Fr 10:30AM - 11:30AM,STIRLING AUD,"Blight,Stephen",227
 APSC 103 - First Year Engineering Design Project ,3952,"102-LEC
Regular",Fr 10:30AM - 11:30AM,STIRLING AUD,Staff,227
 APSC 112 - Electricity And Magnetism ,3842,"204-TUT
Regular","Fr 10:30AM - 11:30AM
Fr 10:30AM - 11:30AM","KINGSTON RM205
WALTER LIGHT RM212","Staff
Staff",56
 APSC 174 - Introduction To Linear Algebra ,3768,"200-TUT
Regular",Fr 10:30AM - 11:30AM,JEFFERY RM101,Staff,55
 APSC 174 - Introduction To Linear Algebra ,3769,"201-TUT
Regular",Fr 10:30AM - 11:30AM,JEFFERY RM225,Staff,51
 APSC 174 - Introduction To Linear Algebra ,3770,"202-TUT
Regular",Fr 10:30AM - 11:30AM,JEFFERY RM118,Staff,50
 APSC 174 - Introduction To Linear Algebra ,3777,"210-TUT
Regular",Fr 10:30AM - 11:30AM,STIRLING RM401,Staff,49
 APSC 174 - Introduction To Linear Algebra ,3778,"211-TUT
Regular",Fr 10:30AM - 11:30AM,STIRLING RM401,Staff,49
 APSC 174 - Introduction To Linear Algebra ,3784,"212-TUT
Regular",Fr 10:30AM - 11:30AM,STIRLING RM401,Staff,49
 ARTH 120B - Art in the West from Antiquity to Modernity ,1265,"008-TUT
Regular",Fr 10:30AM - 11:30AM,MACINTOSH-CORRY RM D122,Staff,25
 BIOL 111 - Ecology and the Environment ,1401,"001-LEC
Regular","Tu 9:30AM - 10:30AM
Th 8:30AM - 9:30AM
Fr 10:30AM - 11:30AM","STIRLING RM C
STIRLING RM C
STIRLING RM C","Boag,Peter T
Boag,Peter T
Boag,Peter T",149
 CHEE 324 - Organic Process Development ,3155,"001-LEC
Regular","Tu 9:30AM - 10:30AM
Th 8:30AM - 9:30AM
Fr 10:30AM - 11:30AM","ELLIS RM324
ELLIS RM324
ELLIS RM324","Parent,Scott J
Parent,Scott J
Parent,Scott J",19
 CHEM 323 - Biological Chemistry ,2697,"001-LEC
Regular","Tu 9:30AM - 10:30AM
Th 8:30AM - 9:30AM
Fr 10:30AM - 11:30AM","JEFFERY RM126
JEFFERY RM126
JEFFERY RM126","Ross,Avena
Ross,Avena
Ross,Avena",51
 CHIN 100B - Introductory Mandarin Chinese I ,4229,"001-LEC
Regular","Tu 9:30AM - 10:30AM
Th 8:30AM - 9:30AM
Fr 10:30AM - 11:30AM","KINGSTON RM208
KINGSTON RM208
KINGSTON RM208","Bai,Xuelin
Bai,Xuelin
Bai,Xuelin",31
 CISC 472 - Medical Informatics ,5635,"001-LEC
Regular","Tu 9:30AM - 10:30AM
Th 8:30AM - 9:30AM
Fr 10:30AM - 11:30AM","GOODWIN RM254
GOODWIN RM254
GOODWIN RM254","Ungi,Tamas
Ungi,Tamas
Ungi,Tamas",22
 CIVL 360 - Civil Engineering Design and Practice III ,1848,"001-LEC
Regular","Tu 9:30AM - 10:30AM
Th 8:30AM - 9:30AM
Fr 10:30AM - 11:30AM","JEFFERY RM127
ELLIS RM321
ELLIS RM321","Mulligan,Ryan
Mulligan,Ryan
Mulligan,Ryan",105
 CMPE 472 - Medical Informatics ,5636,"001-LEC
Regular","Tu 9:30AM - 10:30AM
Th 8:30AM - 9:30AM
Fr 10:30AM - 11:30AM","GOODWIN RM254
GOODWIN RM254
GOODWIN RM254","Ungi,Tamas
Ungi,Tamas
Ungi,Tamas",22
 ELEC 210 - Intro Elec Circuits & Machines ,3545,"003-TUT
Regular",Fr 10:30AM - 11:30AM,KINGSTON RM101,"Iqbal,Umar",121
 ENCH 323 - Biological Chemistry ,2732,"001-LEC
Regular","Tu 9:30AM - 10:30AM
Th 8:30AM - 9:30AM
Fr 10:30AM - 11:30AM","JEFFERY RM126
JEFFERY RM126
JEFFERY RM126","Ross,Avena
Ross,Avena
Ross,Avena",51
 ENGL 100B - Introduction to Literary Study ,2001,"016-TUT
Regular",Fr 10:30AM - 11:30AM,BIOSCI RM2111,Staff,27
 ENGL 100B - Introduction to Literary Study ,2005,"020-TUT
Regular",Fr 10:30AM - 11:30AM,MACINTOSH-CORRY RM A309,Staff,25
 GEOE 249 - Geophysical Char Of The Earth ,4099,"002-TUT
Regular",Fr 10:30AM - 11:30AM,MILLER RM105,"Harrap,Rob M",33
 GEOL 249 - Geophysical Characterization of the Earth ,4059,"002-TUT
Regular",Fr 10:30AM - 11:30AM,MILLER RM105,"Harrap,Rob M",23
 GEOL 269 - Physics of the Earth ,4061,"002-TUT
Regular",Fr 10:30AM - 11:30AM,MILLER RM105,"Harrap,Rob M",23
 KNPE 167 - Socio-Cult Dimensions of Sport and Physical Activity ,4170,"001-LEC
Regular","Tu 9:30AM - 10:30AM
Fr 10:30AM - 11:30AM","DUPUIS AUD
DUPUIS AUD","Adams,Mary Louise
Adams,Mary Louise",179
 MATH 272 - Applications of Numerical Methods ,4337,"006-LAB
Regular","Fr 10:30AM - 11:30AM
Fr 10:30AM - 11:30AM","JEFFERY RM155
JEFFERY RM157","Staff
Staff",71
 MATH 281 - Introduction to Real Analysis ,4339,"001-LEC
Regular","Tu 9:30AM - 10:30AM
Th 8:30AM - 9:30AM
Fr 10:30AM - 11:30AM","WALTER LIGHT RM205
WALTER LIGHT RM205
CHERNOFF AUD","Lewis,Andrew D
Lewis,Andrew D
Lewis,Andrew D",179
 MECH 350 - Automatic Control ,4452,"001-LEC
Regular","Tu 9:30AM - 10:30AM
Th 8:30AM - 9:30AM
Fr 10:30AM - 11:30AM","ELLIS AUD
ELLIS AUD
ELLIS AUD","Li,Qingguo
Li,Qingguo
Li,Qingguo",234
 MECH 455 - Computer Integrated Manufactur ,4484,"001-LEC
Regular","Tu 9:30AM - 10:30AM
Th 8:30AM - 9:30AM
Fr 10:30AM - 11:30AM","MCLAUGHLIN RM306
MCLAUGHLIN RM306
MCLAUGHLIN RM306","Zak,Gennady
Zak,Gennady
Zak,Gennady",29
 MECH 478 - Biomaterials ,5151,"001-LEC
Regular","Tu 9:30AM - 10:30AM
Th 8:30AM - 9:30AM
Fr 10:30AM - 11:30AM","BIOSCI RM1102
BIOSCI RM1102
BOTTER RM B147","Rainbow,Roshni Suresh
Rainbow,Roshni Suresh
Rainbow,Roshni Suresh",82
 MTHE 272 - Applications Numerical Methods ,4406,"006-LAB
Regular","Fr 10:30AM - 11:30AM
Fr 10:30AM - 11:30AM","JEFFERY RM155
JEFFERY RM157","Staff
Staff",71
 MTHE 281 - Introduction To Real Analysis ,4396,"001-LEC
Regular","Tu 9:30AM - 10:30AM
Th 8:30AM - 9:30AM
Fr 10:30AM - 11:30AM","WALTER LIGHT RM205
WALTER LIGHT RM205
CHERNOFF AUD","Lewis,Andrew D
Lewis,Andrew D
Lewis,Andrew D",179
 MTHE 332 - Introduction To Control ,4420,"001-LEC
Regular","Tu 9:30AM - 10:30AM
Th 8:30AM - 9:30AM
Fr 10:30AM - 11:30AM","JEFFERY RM234
JEFFERY RM234
JEFFERY RM234","Gharesifard,Bahman
Gharesifard,Bahman
Gharesifard,Bahman",63
